1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
system,no_sent,no_corefs,sent_sentim_0,sent_sentim_1,sent_sentim_2,sent_sentim_3,sent_sentim_4,tok_sentim_0,tok_sentim_1,tok_sentim_2,tok_sentim_3,tok_sentim_4,no_openie,NUMBER,PERSON,LOCATION,DATE,ORGANIZATION,MISC,DURATION,TIME,SET,ORDINAL,MONEY,PERCENT,named_entities,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``,0,,,'',:,,,$,-LRB-,-RRB-,-LCB-,-RCB-,Attribution[S][N],Background[N][S],Background[S][N],Cause[N][S],Cause[S][N],Comparison[N][N],Comparison[N][S],Condition[N][S],Condition[S][N],Contrast[N][N],Contrast[N][S],Contrast[S][N],Elaboration[N][S],Enablement[N][S],Enablement[S][N],Evaluation[N][S],Evaluation[S][N],Explanation[N][S],Joint[N][N],same-unit[N][N],Summary[N][S],Temporal[N][N],Temporal[N][S],Temporal[S][N],textual-organization[N][N]
d30011t.Submodular,5,2,1,2,1,1,0,0,3,118,2,0,18,1,9,1,5,2,1,2,0,0,0,0,0,21,5,4,10,0,0,13,5,0,0,0,1,15,4,19,1,0,2,3,0,2,0,0,0,0,3,0,3,7,1,5,1,3,2,2,0,1,0,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,1,0,0,0,0,0,0,13
d30008t.Submodular,4,5,0,4,0,0,0,0,2,110,4,0,31,1,7,5,4,5,2,0,0,0,0,0,0,24,4,2,13,0,0,12,7,0,0,0,2,13,6,17,2,0,1,2,1,5,0,0,0,0,1,0,2,2,3,5,3,1,1,0,0,0,0,4,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
d30028t.DPP,5,7,0,5,0,0,0,0,2,109,1,0,46,0,4,13,2,0,7,0,0,0,0,0,0,26,3,0,7,0,0,15,9,0,0,0,0,10,8,21,0,0,0,1,1,2,0,0,0,0,6,0,5,3,6,4,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,1,0,0,0,12
d30010t.ICSISumm,4,3,0,4,0,0,0,0,2,106,1,0,18,0,7,3,3,9,5,0,0,0,0,0,0,27,1,0,15,0,0,12,10,1,0,0,1,20,2,22,0,0,2,0,0,1,0,0,0,0,3,0,4,7,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,9
d30006t.CLASSY04,3,6,0,2,1,0,0,0,2,105,3,0,33,1,0,0,2,10,1,5,0,0,1,0,0,20,1,2,15,0,0,15,11,1,0,0,3,17,8,12,0,0,3,2,0,0,0,0,1,0,3,0,4,1,0,3,2,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,8
d30053t.CLASSY11,4,3,0,3,1,0,0,0,6,103,1,0,9,0,5,7,2,4,3,0,0,0,0,0,0,21,2,0,11,0,0,14,7,0,0,0,3,14,5,19,0,0,2,3,1,3,0,0,1,0,5,0,4,3,2,1,0,2,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,8
d31001t.CLASSY04,4,5,0,3,1,0,0,0,5,102,0,0,11,0,8,2,3,7,1,0,0,0,0,0,0,21,1,0,9,0,0,10,8,0,1,0,3,13,9,20,0,0,2,4,1,2,0,0,0,0,1,0,4,5,2,0,2,1,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,12
d30008t.ICSISumm,4,5,0,4,0,0,0,0,1,119,5,0,8,0,6,26,7,2,1,0,0,0,0,0,0,42,2,1,8,0,0,7,4,0,0,0,1,14,3,37,2,0,3,1,1,1,0,0,0,0,3,0,4,3,3,1,0,2,1,1,0,0,0,4,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,9
d30056t.CLASSY04,5,5,0,3,2,0,0,0,2,109,3,0,58,4,4,4,9,3,2,1,0,0,0,0,0,27,3,5,11,0,0,15,11,1,0,0,0,10,10,14,1,0,0,2,0,1,0,0,1,0,2,0,1,7,3,7,0,0,0,2,0,1,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,12
d31031t.RegSum,5,5,1,2,1,1,0,0,0,136,1,0,60,1,0,2,6,12,2,0,0,0,1,0,0,24,5,2,13,0,0,13,10,0,0,0,2,19,12,17,2,0,0,2,2,2,1,2,0,0,5,0,6,3,4,2,0,3,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,10
d30010t.OCCAMS_V,6,5,0,6,0,0,0,0,6,102,3,0,52,1,4,8,2,5,10,3,0,0,0,0,0,33,0,1,13,0,0,11,13,0,0,0,0,18,4,24,0,0,2,0,0,1,0,0,2,0,1,0,1,5,0,2,0,2,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,8
d30034t.DPP,4,3,0,4,0,0,0,0,1,105,1,1,44,2,0,14,7,3,4,0,0,0,0,0,0,30,2,3,7,0,0,12,10,1,0,0,0,11,10,21,1,0,0,2,0,1,0,0,0,0,3,0,2,6,3,4,1,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0,0,0,10
d30011t.OCCAMS_V,6,5,0,5,0,1,0,0,1,107,3,0,28,0,11,2,5,2,0,0,0,0,0,0,0,20,3,2,4,0,0,13,10,0,0,0,0,11,4,23,0,0,3,4,3,3,0,0,0,0,1,0,1,7,1,3,1,1,0,0,0,0,1,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,8
d31038t.CLASSY04,4,5,0,4,0,0,0,0,5,102,3,1,62,2,3,12,3,2,3,0,0,0,0,0,0,25,4,2,12,0,0,19,8,0,0,0,0,11,9,21,1,0,0,0,0,2,0,0,1,0,1,0,1,3,6,4,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,7
d30040t.RegSum,6,3,0,4,2,0,0,0,3,136,7,0,65,1,0,11,6,4,10,4,0,0,0,0,0,36,3,2,13,0,0,18,13,1,3,0,1,24,12,16,0,0,0,0,0,1,1,0,2,0,5,0,5,9,2,1,0,1,0,2,0,1,0,6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,12
d30048t.RegSum,6,4,0,6,0,0,0,0,3,151,2,0,45,1,8,7,5,6,3,0,0,0,0,6,0,36,3,5,13,0,0,16,9,2,1,0,1,27,12,26,0,0,4,0,0,2,1,0,0,0,5,0,5,4,3,4,0,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,13
d31008t.CLASSY11,4,4,0,4,0,0,0,0,1,102,5,1,34,0,6,1,4,2,5,2,0,0,0,0,0,20,8,1,4,0,0,7,10,0,0,0,1,14,7,14,0,0,2,2,0,3,1,0,0,0,4,0,4,6,2,5,2,0,0,1,0,1,0,4,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,10
d30056t.RegSum,6,6,0,6,0,0,0,0,3,139,3,0,74,3,9,7,12,2,4,1,0,0,0,0,0,38,3,5,13,0,0,19,14,1,0,0,0,11,15,22,1,0,0,1,0,2,0,0,1,0,2,0,1,11,3,9,0,1,0,1,1,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,12
d30010t.CLASSY11,3,4,0,2,0,1,0,0,0,105,3,0,42,0,4,3,4,8,3,0,0,0,0,0,0,22,2,0,14,0,0,15,7,1,0,0,1,24,2,19,1,0,4,0,1,1,0,0,0,0,2,0,3,5,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,7
d31009t.ICSISumm,4,3,0,4,0,0,0,0,2,106,3,0,46,1,7,1,3,2,0,0,0,0,0,0,0,14,1,1,13,0,0,12,10,0,1,0,1,18,6,14,0,0,2,2,0,2,0,0,0,0,4,0,3,5,1,3,0,2,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,11
d30031t.CLASSY11,4,3,0,4,0,0,0,0,1,111,0,0,48,4,2,1,6,2,2,2,0,0,1,0,0,20,3,5,10,0,0,13,7,1,0,0,1,19,12,11,0,0,4,0,0,2,1,0,1,0,2,0,2,4,2,2,1,0,0,0,0,0,0,4,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,11
d30005t.CLASSY11,4,6,0,4,0,0,0,0,4,100,2,0,49,2,12,10,5,0,0,0,0,0,0,0,0,29,3,5,9,0,0,15,3,0,1,0,0,12,9,23,0,0,2,0,0,5,0,0,0,0,1,0,0,3,1,1,2,3,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,7
d30027t.OCCAMS_V,9,3,0,5,2,2,0,0,2,110,5,0,17,0,1,2,1,6,1,0,0,0,0,0,2,13,1,1,16,0,0,8,11,0,0,0,2,19,1,12,0,0,3,3,0,5,0,0,0,0,3,0,4,4,3,1,0,4,0,0,0,0,2,9,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,11
d31009t.OCCAMS_V,5,4,0,4,0,1,0,0,2,103,2,0,28,0,9,1,2,1,4,0,0,0,0,0,0,17,3,0,13,0,0,7,9,0,1,0,1,16,3,14,2,0,1,1,0,1,0,0,2,0,6,0,5,5,3,1,0,3,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,11
d30047t.RegSum,4,4,0,3,0,1,0,0,1,125,4,0,43,0,0,2,4,5,5,2,0,0,3,0,0,21,2,0,18,0,0,12,17,0,0,0,0,31,5,12,0,0,0,0,1,0,1,0,1,0,7,0,5,5,2,2,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,8
d30038t.CLASSY04,4,4,0,2,0,2,0,0,3,110,6,1,18,0,6,1,5,5,4,0,0,0,0,3,0,24,1,3,11,0,0,13,7,0,0,0,2,13,10,17,1,0,0,3,0,0,0,0,2,0,5,0,7,6,2,2,1,0,1,1,0,0,2,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,2,0,0,0,0,0,0,14
d30034t.RegSum,6,5,0,6,0,0,0,0,3,135,1,0,61,3,0,15,10,2,9,0,0,0,0,0,0,39,3,4,8,0,0,16,16,2,0,0,0,12,18,21,1,0,0,1,1,3,0,0,0,0,3,0,3,9,4,3,0,2,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,13
d30045t.OCCAMS_V,8,3,1,5,2,0,0,0,2,114,4,0,24,0,4,1,0,10,0,0,0,0,1,0,0,16,2,0,10,0,0,10,7,2,2,0,1,14,8,18,0,0,2,3,0,2,0,0,0,0,1,0,4,2,1,3,6,1,0,0,0,0,1,8,10,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9
d30008t.CLASSY11,4,5,0,4,0,0,0,0,3,107,4,0,43,0,7,8,1,1,1,0,0,0,0,0,0,18,1,0,9,0,0,17,10,0,0,0,1,18,4,19,0,0,5,1,1,1,0,1,0,0,2,0,2,3,1,2,0,3,0,0,0,0,2,4,5,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8
d30007t.CLASSY04,4,5,0,4,0,0,0,0,4,105,3,0,20,1,2,4,4,0,2,3,0,0,0,0,0,16,1,1,12,0,0,12,13,0,0,0,0,19,7,11,0,0,0,3,1,3,0,0,1,0,4,0,3,9,4,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,14
d31043t.ICSISumm,5,4,0,3,0,2,0,0,3,102,5,1,28,0,9,3,5,1,0,1,0,0,0,0,0,19,1,1,11,0,0,11,14,0,0,0,0,19,0,18,0,0,2,1,1,1,0,0,1,0,3,0,3,3,3,2,0,6,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,12
d31033t.CLASSY04,4,7,0,2,1,1,0,0,1,108,4,0,23,1,2,2,2,13,1,0,0,0,0,0,0,21,0,2,10,0,0,14,9,0,0,0,0,18,2,21,0,0,3,0,3,2,0,2,0,0,4,0,3,7,1,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,8
d30029t.CLASSY04,4,3,0,4,0,0,0,0,4,105,4,0,61,6,2,9,2,3,2,0,0,0,1,0,0,25,3,6,8,0,2,12,9,0,1,0,0,14,10,17,1,0,1,0,0,0,0,0,0,0,3,0,1,4,7,4,0,1,0,0,0,0,0,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,2,0,0,0,0,0,0,11
d30046t.Submodular,5,4,1,1,3,0,0,0,1,112,2,0,10,0,8,2,2,3,2,2,2,0,0,0,0,21,2,1,10,0,0,16,2,0,0,0,5,14,3,20,2,0,1,4,1,5,0,0,0,0,3,0,6,6,1,1,1,0,0,1,0,1,0,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,4,2,0,0,1,0,0,0,15
d30001t.ICSISumm,4,4,0,4,0,0,0,0,4,102,4,1,20,2,11,0,2,6,2,0,0,0,0,0,0,23,2,2,10,0,0,13,9,1,0,0,2,16,9,17,0,0,4,1,2,1,0,0,0,0,2,0,4,3,2,1,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,6
d30045t.ICSISumm,6,3,0,6,0,0,0,0,1,105,2,0,23,0,0,0,5,18,0,3,0,0,0,0,0,26,3,0,9,0,0,8,4,0,1,0,2,13,7,20,0,0,2,2,1,2,1,0,0,0,5,0,8,3,4,2,3,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,13
d31031t.DPP,4,1,0,3,1,0,0,0,2,111,3,0,18,0,1,0,2,5,3,1,0,0,1,3,0,16,6,2,13,0,0,16,5,1,0,0,1,19,4,7,2,0,0,2,0,4,0,0,0,0,4,0,5,3,3,4,3,1,1,0,0,1,0,4,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,10
d30027t.RegSum,6,8,1,5,0,0,0,0,4,141,4,0,28,0,13,6,8,1,2,0,0,0,0,0,0,30,3,1,11,0,0,16,10,0,0,0,3,17,12,31,1,0,4,1,2,2,0,0,0,0,5,0,6,8,2,2,1,1,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,15
d30034t.Submodular,5,4,0,5,0,0,0,0,2,117,1,1,27,1,2,11,5,2,5,0,1,0,0,0,0,27,2,1,10,0,0,18,6,1,0,0,0,16,13,19,2,0,0,2,1,2,0,0,0,0,3,0,2,6,1,1,3,1,0,1,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,10
d30051t.CLASSY11,3,8,0,3,0,0,0,0,14,90,1,0,25,3,2,0,3,2,13,0,0,0,1,0,0,24,4,5,9,0,0,12,8,0,0,0,0,19,9,10,2,0,0,1,1,1,0,0,1,0,1,0,3,3,2,2,0,2,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
d30006t.CLASSY11,3,5,0,2,1,0,0,0,1,101,5,0,37,1,0,0,4,13,0,5,0,0,1,0,0,24,1,3,20,0,0,12,7,0,0,0,1,15,9,14,0,0,1,1,0,1,0,1,0,0,3,0,1,5,1,2,0,1,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,9
d30047t.ICSISumm,4,2,0,3,1,0,0,0,1,109,0,0,31,1,0,1,4,0,2,6,0,0,1,0,0,15,2,5,13,0,0,14,9,0,1,0,1,20,6,8,0,0,2,0,0,2,0,0,0,0,2,0,3,3,4,3,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
d30034t.CLASSY11,5,2,0,4,1,0,0,0,3,106,2,0,44,0,0,17,6,5,3,0,0,0,0,0,0,31,2,1,11,0,0,13,8,1,0,0,1,14,7,23,1,0,1,1,0,1,0,0,0,0,1,0,1,4,4,1,1,3,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,10
d31032t.CLASSY11,4,4,0,4,0,0,0,0,5,100,0,0,14,0,4,5,4,0,1,2,0,0,0,0,0,16,5,1,11,0,0,8,9,0,0,0,1,15,3,13,0,0,1,2,2,3,0,0,1,0,6,0,4,4,2,3,0,4,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,11
d30022t.Submodular,4,5,1,2,1,0,0,0,1,121,1,0,24,3,10,1,3,7,1,6,1,0,0,0,0,32,6,5,11,0,0,15,4,0,1,0,0,13,11,18,0,0,0,1,1,3,0,0,1,0,3,0,3,4,4,3,3,1,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,10
d30053t.ICSISumm,4,2,0,4,0,0,0,0,4,102,1,0,23,1,8,6,3,1,5,0,0,0,0,0,0,24,3,1,9,0,0,8,7,0,0,0,2,14,10,21,2,0,1,1,0,2,0,0,0,0,4,0,3,5,4,1,0,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,11
d30007t.RegSum,5,7,0,5,0,0,0,0,5,131,4,0,28,2,4,5,4,0,4,6,0,0,0,0,0,25,1,2,15,0,0,17,15,0,0,0,0,22,10,15,0,0,0,2,2,3,0,0,2,0,5,0,3,8,6,3,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,2,0,0,0,0,0,0,17
d30056t.ICSISumm,5,3,0,5,0,0,0,0,3,102,3,0,33,2,9,6,9,2,2,2,0,0,0,0,0,32,3,5,6,0,0,11,8,1,0,0,0,6,9,19,2,0,0,2,1,2,0,0,0,0,2,0,1,8,2,9,0,1,0,1,0,1,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,2,0,0,0,11
d30017t.DPP,5,5,1,4,0,0,0,1,6,109,5,1,20,1,1,10,5,6,2,1,0,0,0,0,0,26,2,1,7,0,0,16,9,2,0,0,2,16,9,20,0,0,1,3,0,5,0,0,0,0,1,0,2,6,3,2,2,2,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,8
d31031t.CLASSY04,4,4,1,2,1,0,0,0,0,110,0,0,42,0,0,2,4,9,2,1,0,0,2,0,0,20,5,1,14,0,0,14,7,0,0,0,1,19,6,13,2,0,0,2,2,2,0,1,0,0,1,0,2,2,3,2,0,3,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,6
d31032t.CLASSY04,5,2,0,5,0,0,0,0,3,115,1,0,30,0,10,5,5,0,1,0,0,0,1,0,0,22,3,0,7,0,0,13,8,0,0,0,0,9,5,24,0,0,1,3,3,6,2,0,1,0,3,0,2,7,4,3,1,1,1,0,0,0,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,1,1,0,0,0,0,0,0,12
d30020t.CLASSY11,4,3,0,3,1,0,0,0,2,104,5,0,13,1,5,1,3,7,5,0,1,0,0,0,0,23,3,1,15,0,0,8,8,0,0,0,0,13,8,15,3,0,0,0,3,3,0,0,0,0,4,0,3,3,4,2,2,0,0,0,0,0,2,4,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,8
d30028t.CLASSY04,5,6,0,4,1,0,0,0,2,106,2,0,44,1,4,15,3,0,5,0,0,0,0,0,0,28,4,1,4,0,0,15,11,0,0,0,0,8,4,24,0,0,0,2,1,2,0,0,1,0,5,0,6,4,5,3,0,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,10
d30007t.CLASSY11,4,3,0,3,1,0,0,0,2,98,2,0,10,1,4,8,3,0,1,1,0,0,1,0,0,19,6,2,8,0,0,11,7,0,0,0,0,11,9,13,1,0,2,2,1,3,0,0,0,0,3,0,2,3,1,1,5,1,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,0,10
d30006t.RegSum,5,6,0,4,0,1,0,0,0,139,3,0,36,3,2,0,6,21,0,4,0,0,1,0,0,37,3,5,21,0,0,18,5,1,0,0,3,20,11,25,0,0,0,0,1,3,0,0,0,0,2,0,3,2,1,4,0,2,1,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,11
d30059t.RegSum,6,8,0,5,0,1,0,0,0,148,1,0,37,0,6,10,5,1,3,0,2,0,0,0,0,27,4,1,12,0,0,18,8,1,0,0,0,25,5,21,1,0,2,1,3,2,0,0,1,0,6,0,2,11,1,8,0,0,0,1,0,1,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,11
d31038t.OCCAMS_V,6,3,0,4,2,0,0,0,4,105,1,0,49,1,7,7,3,1,1,1,0,0,0,0,0,21,1,2,12,0,0,12,8,0,0,0,0,10,10,16,1,0,1,1,1,3,0,0,0,0,3,0,2,2,2,4,2,5,1,0,0,0,1,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8
d31050t.CLASSY11,4,4,0,4,0,0,0,0,1,109,2,0,37,3,7,1,5,7,1,6,0,0,0,0,0,30,6,7,6,0,0,9,6,0,0,0,0,11,7,19,2,0,0,0,1,5,0,0,0,0,5,0,2,4,1,4,0,0,1,0,0,0,2,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,6
d31001t.DPP,3,5,0,3,0,0,0,0,3,107,3,0,7,1,3,2,2,5,0,0,0,0,0,0,0,13,2,0,14,0,0,16,9,0,0,0,1,17,7,15,0,0,1,3,1,1,0,0,0,0,2,0,2,3,4,2,1,3,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,0,0,11
d30022t.DPP,4,4,0,4,0,0,0,0,0,118,4,0,15,3,7,5,5,16,2,2,0,0,1,0,0,41,3,4,11,0,0,14,8,0,1,0,0,13,6,23,2,0,1,0,0,1,0,0,0,0,5,0,5,6,2,2,1,2,0,2,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,9
d30046t.CLASSY04,3,6,0,3,0,0,0,1,4,110,2,1,28,0,9,1,3,7,2,0,1,0,0,0,0,23,3,0,8,0,0,17,5,0,0,0,1,13,2,22,1,0,1,5,1,2,0,0,1,0,7,0,8,6,0,3,1,0,0,1,0,0,1,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,9
d30051t.Submodular,4,5,0,4,0,0,0,0,9,106,4,0,13,0,5,1,1,3,8,0,0,0,0,0,0,18,3,0,12,0,0,16,13,0,0,0,0,23,7,13,0,0,1,1,3,1,0,0,0,0,1,0,1,7,0,3,0,1,0,2,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6
