,system_a,system_b,p_value
322,Humans_duc_D,Machines_soa_RegSum,3.65E-7
323,Humans_duc_D,Machines_soa_Submodular,4.34E-5
334,Humans_duc_E,Humans_duc_F,6.03E-2
335,Humans_duc_E,Humans_duc_G,8.22E-4
336,Humans_duc_E,Humans_duc_H,4.99E-2
337,Humans_duc_E,Humans_movi_101,1.82E-1
338,Humans_duc_E,Humans_movi_102,5.89E-2
339,Humans_duc_E,Humans_movi_103,1.02E-1
340,Humans_duc_E,Humans_movi_104,2.48E-1
341,Humans_duc_E,Humans_movi_105,4.14E-1
342,Humans_duc_E,Humans_movi_110,4.14E-1
343,Humans_duc_E,Humans_movi_111,1.66E-1
344,Humans_duc_E,Humans_movi_112,4.54E-1
345,Humans_duc_E,Humans_movi_113,1.47E-1
346,Humans_duc_E,Humans_movi_114,1.83E-1
347,Humans_duc_E,Humans_movi_115,4.58E-1
348,Humans_duc_E,Machines_base_Centroid,8.33E-7
349,Humans_duc_E,Machines_base_FreqSum,4.19E-7
350,Humans_duc_E,Machines_base_GreedyKL,1.04E-7
351,Humans_duc_E,Machines_base_LexRank,3.83E-6
352,Humans_duc_E,Machines_base_TsSum,2.00E-6
353,Humans_duc_E,Machines_soa_CLASSY04,7.34E-7
354,Humans_duc_E,Machines_soa_CLASSY11,5.73E-6
355,Humans_duc_E,Machines_soa_DPP,3.59E-7
356,Humans_duc_E,Machines_soa_ICSISumm,1.95E-6
357,Humans_duc_E,Machines_soa_OCCAMS_V,2.09E-4
358,Humans_duc_E,Machines_soa_RegSum,3.75E-7
359,Humans_duc_E,Machines_soa_Submodular,1.02E-4
371,Humans_duc_F,Humans_duc_G,4.88E-2
372,Humans_duc_F,Humans_duc_H,4.37E-1
373,Humans_duc_F,Humans_movi_101,1.05E-2
374,Humans_duc_F,Humans_movi_102,8.14E-4
375,Humans_duc_F,Humans_movi_103,2.18E-3
376,Humans_duc_F,Humans_movi_104,1.22E-2
377,Humans_duc_F,Humans_movi_105,3.62E-2
378,Humans_duc_F,Humans_movi_110,3.88E-2
379,Humans_duc_F,Humans_movi_111,5.23E-3
380,Humans_duc_F,Humans_movi_112,6.78E-2
381,Humans_duc_F,Humans_movi_113,4.96E-3
382,Humans_duc_F,Humans_movi_114,5.73E-3
383,Humans_duc_F,Humans_movi_115,3.26E-2
384,Humans_duc_F,Machines_base_Centroid,1.45E-4
385,Humans_duc_F,Machines_base_FreqSum,7.26E-5
386,Humans_duc_F,Machines_base_GreedyKL,3.37E-5
387,Humans_duc_F,Machines_base_LexRank,4.81E-4
388,Humans_duc_F,Machines_base_TsSum,7.37E-4
389,Humans_duc_F,Machines_soa_CLASSY04,1.35E-4
390,Humans_duc_F,Machines_soa_CLASSY11,1.36E-3
391,Humans_duc_F,Machines_soa_DPP,1.27E-4
392,Humans_duc_F,Machines_soa_ICSISumm,2.90E-4
393,Humans_duc_F,Machines_soa_OCCAMS_V,1.70E-2
394,Humans_duc_F,Machines_soa_RegSum,5.96E-5
395,Humans_duc_F,Machines_soa_Submodular,7.56E-3
408,Humans_duc_G,Humans_duc_H,8.21E-2
409,Humans_duc_G,Humans_movi_101,1.68E-4
410,Humans_duc_G,Humans_movi_102,1.45E-6
411,Humans_duc_G,Humans_movi_103,9.06E-6
412,Humans_duc_G,Humans_movi_104,1.67E-4
413,Humans_duc_G,Humans_movi_105,5.23E-4
414,Humans_duc_G,Humans_movi_110,5.39E-4
415,Humans_duc_G,Humans_movi_111,1.43E-5
416,Humans_duc_G,Humans_movi_112,8.65E-4
417,Humans_duc_G,Humans_movi_113,3.53E-5
418,Humans_duc_G,Humans_movi_114,1.65E-5
419,Humans_duc_G,Humans_movi_115,1.07E-4
420,Humans_duc_G,Machines_base_Centroid,4.30E-3
421,Humans_duc_G,Machines_base_FreqSum,4.02E-3
422,Humans_duc_G,Machines_base_GreedyKL,1.03E-3
423,Humans_duc_G,Machines_base_LexRank,9.09E-3
424,Humans_duc_G,Machines_base_TsSum,4.05E-2
425,Humans_duc_G,Machines_soa_CLASSY04,4.31E-3
426,Humans_duc_G,Machines_soa_CLASSY11,6.60E-2
427,Humans_duc_G,Machines_soa_DPP,6.60E-3
428,Humans_duc_G,Machines_soa_ICSISumm,1.39E-2
429,Humans_duc_G,Machines_soa_OCCAMS_V,3.04E-1
430,Humans_duc_G,Machines_soa_RegSum,1.76E-3
431,Humans_duc_G,Machines_soa_Submodular,1.45E-1
445,Humans_duc_H,Humans_movi_101,1.13E-2
446,Humans_duc_H,Humans_movi_102,1.05E-3
447,Humans_duc_H,Humans_movi_103,3.02E-3
448,Humans_duc_H,Humans_movi_104,1.57E-2
449,Humans_duc_H,Humans_movi_105,3.96E-2
450,Humans_duc_H,Humans_movi_110,3.87E-2
451,Humans_duc_H,Humans_movi_111,5.34E-3
452,Humans_duc_H,Humans_movi_112,6.64E-2
453,Humans_duc_H,Humans_movi_113,6.22E-3
454,Humans_duc_H,Humans_movi_114,6.01E-3
455,Humans_duc_H,Humans_movi_115,3.05E-2
456,Humans_duc_H,Machines_base_Centroid,3.07E-4
457,Humans_duc_H,Machines_base_FreqSum,2.87E-4
458,Humans_duc_H,Machines_base_GreedyKL,8.31E-5
459,Humans_duc_H,Machines_base_LexRank,9.03E-4
460,Humans_duc_H,Machines_base_TsSum,1.67E-3
461,Humans_duc_H,Machines_soa_CLASSY04,3.12E-4
462,Humans_duc_H,Machines_soa_CLASSY11,3.10E-3
463,Humans_duc_H,Machines_soa_DPP,3.39E-4
464,Humans_duc_H,Machines_soa_ICSISumm,8.45E-4
465,Humans_duc_H,Machines_soa_OCCAMS_V,3.66E-2
466,Humans_duc_H,Machines_soa_RegSum,1.37E-4
467,Humans_duc_H,Machines_soa_Submodular,1.57E-2
482,Humans_movi_101,Humans_movi_102,3.56E-1
483,Humans_movi_101,Humans_movi_103,4.08E-1
484,Humans_movi_101,Humans_movi_104,4.33E-1
485,Humans_movi_101,Humans_movi_105,2.56E-1
486,Humans_movi_101,Humans_movi_110,2.52E-1
487,Humans_movi_101,Humans_movi_111,4.30E-1
488,Humans_movi_101,Humans_movi_112,1.17E-1
489,Humans_movi_101,Humans_movi_113,4.95E-1
490,Humans_movi_101,Humans_movi_114,4.21E-1
491,Humans_movi_101,Humans_movi_115,1.45E-1
492,Humans_movi_101,Machines_base_Centroid,1.27E-6
493,Humans_movi_101,Machines_base_FreqSum,8.26E-7
494,Humans_movi_101,Machines_base_GreedyKL,6.03E-7
495,Humans_movi_101,Machines_base_LexRank,6.34E-6
