,system_a,system_b,p_value
491,Humans_movi_101,Humans_movi_115,1.17E-9
492,Humans_movi_101,Machines_base_Centroid,6.96E-10
493,Humans_movi_101,Machines_base_FreqSum,6.90E-10
494,Humans_movi_101,Machines_base_GreedyKL,6.93E-10
495,Humans_movi_101,Machines_base_LexRank,6.95E-10
496,Humans_movi_101,Machines_base_TsSum,6.73E-10
497,Humans_movi_101,Machines_soa_CLASSY04,2.32E-2
498,Humans_movi_101,Machines_soa_CLASSY11,1.99E-1
499,Humans_movi_101,Machines_soa_DPP,5.31E-6
500,Humans_movi_101,Machines_soa_ICSISumm,3.27E-1
501,Humans_movi_101,Machines_soa_OCCAMS_V,1.26E-1
502,Humans_movi_101,Machines_soa_RegSum,6.87E-10
503,Humans_movi_101,Machines_soa_Submodular,4.95E-6
519,Humans_movi_102,Humans_movi_103,3.96E-1
520,Humans_movi_102,Humans_movi_104,1.67E-1
521,Humans_movi_102,Humans_movi_105,3.16E-2
522,Humans_movi_102,Humans_movi_110,7.61E-6
523,Humans_movi_102,Humans_movi_111,5.56E-7
524,Humans_movi_102,Humans_movi_112,1.41E-6
525,Humans_movi_102,Humans_movi_113,3.32E-8
526,Humans_movi_102,Humans_movi_114,1.23E-8
527,Humans_movi_102,Humans_movi_115,1.75E-9
528,Humans_movi_102,Machines_base_Centroid,6.89E-10
529,Humans_movi_102,Machines_base_FreqSum,6.83E-10
530,Humans_movi_102,Machines_base_GreedyKL,6.86E-10
531,Humans_movi_102,Machines_base_LexRank,6.88E-10
532,Humans_movi_102,Machines_base_TsSum,6.66E-10
533,Humans_movi_102,Machines_soa_CLASSY04,5.75E-2
534,Humans_movi_102,Machines_soa_CLASSY11,3.58E-2
535,Humans_movi_102,Machines_soa_DPP,4.03E-6
536,Humans_movi_102,Machines_soa_ICSISumm,7.22E-2
537,Humans_movi_102,Machines_soa_OCCAMS_V,2.36E-1
538,Humans_movi_102,Machines_soa_RegSum,6.80E-10
539,Humans_movi_102,Machines_soa_Submodular,1.47E-5
556,Humans_movi_103,Humans_movi_104,2.01E-1
557,Humans_movi_103,Humans_movi_105,4.36E-2
558,Humans_movi_103,Humans_movi_110,6.18E-5
559,Humans_movi_103,Humans_movi_111,9.11E-6
560,Humans_movi_103,Humans_movi_112,1.81E-5
561,Humans_movi_103,Humans_movi_113,5.43E-7
562,Humans_movi_103,Humans_movi_114,1.54E-7
563,Humans_movi_103,Humans_movi_115,3.15E-8
564,Humans_movi_103,Machines_base_Centroid,1.26E-9
565,Humans_movi_103,Machines_base_FreqSum,1.89E-9
566,Humans_movi_103,Machines_base_GreedyKL,1.18E-9
567,Humans_movi_103,Machines_base_LexRank,1.60E-9
568,Humans_movi_103,Machines_base_TsSum,9.62E-10
569,Humans_movi_103,Machines_soa_CLASSY04,7.23E-2
570,Humans_movi_103,Machines_soa_CLASSY11,9.61E-2
571,Humans_movi_103,Machines_soa_DPP,4.00E-5
572,Humans_movi_103,Machines_soa_ICSISumm,1.28E-1
573,Humans_movi_103,Machines_soa_OCCAMS_V,2.51E-1
574,Humans_movi_103,Machines_soa_RegSum,2.25E-9
575,Humans_movi_103,Machines_soa_Submodular,9.50E-5
593,Humans_movi_104,Humans_movi_105,1.14E-1
594,Humans_movi_104,Humans_movi_110,1.11E-5
595,Humans_movi_104,Humans_movi_111,3.72E-7
596,Humans_movi_104,Humans_movi_112,6.23E-7
597,Humans_movi_104,Humans_movi_113,1.80E-8
598,Humans_movi_104,Humans_movi_114,1.53E-8
599,Humans_movi_104,Humans_movi_115,9.05E-10
600,Humans_movi_104,Machines_base_Centroid,6.84E-10
601,Humans_movi_104,Machines_base_FreqSum,6.78E-10
602,Humans_movi_104,Machines_base_GreedyKL,6.81E-10
603,Humans_movi_104,Machines_base_LexRank,6.83E-10
604,Humans_movi_104,Machines_base_TsSum,6.61E-10
605,Humans_movi_104,Machines_soa_CLASSY04,1.70E-1
606,Humans_movi_104,Machines_soa_CLASSY11,1.54E-3
607,Humans_movi_104,Machines_soa_DPP,7.55E-6
608,Humans_movi_104,Machines_soa_ICSISumm,1.02E-2
609,Humans_movi_104,Machines_soa_OCCAMS_V,5.00E-1
610,Humans_movi_104,Machines_soa_RegSum,6.75E-10
611,Humans_movi_104,Machines_soa_Submodular,1.58E-5
630,Humans_movi_105,Humans_movi_110,2.49E-3
631,Humans_movi_105,Humans_movi_111,3.34E-4
632,Humans_movi_105,Humans_movi_112,6.88E-4
633,Humans_movi_105,Humans_movi_113,3.94E-6
634,Humans_movi_105,Humans_movi_114,4.65E-7
635,Humans_movi_105,Humans_movi_115,8.13E-8
636,Humans_movi_105,Machines_base_Centroid,6.98E-10
637,Humans_movi_105,Machines_base_FreqSum,6.91E-10
638,Humans_movi_105,Machines_base_GreedyKL,6.95E-10
639,Humans_movi_105,Machines_base_LexRank,6.96E-10
640,Humans_movi_105,Machines_base_TsSum,6.75E-10
641,Humans_movi_105,Machines_soa_CLASSY04,4.27E-1
642,Humans_movi_105,Machines_soa_CLASSY11,2.76E-4
643,Humans_movi_105,Machines_soa_DPP,1.56E-3
644,Humans_movi_105,Machines_soa_ICSISumm,3.03E-3
645,Humans_movi_105,Machines_soa_OCCAMS_V,1.34E-1
646,Humans_movi_105,Machines_soa_RegSum,6.88E-10
647,Humans_movi_105,Machines_soa_Submodular,3.45E-3
667,Humans_movi_110,Humans_movi_111,3.60E-1
668,Humans_movi_110,Humans_movi_112,3.96E-1
669,Humans_movi_110,Humans_movi_113,3.69E-2
